,fraudulent,text
10,0,"passionate frontend developer (m/w) de, by, munich hello worldtalents23_ drives change digital recruitment develops best quality filters selection top talents. companyas neutral technology provider, company offers new premium services online shops increase conversion rates. shapes dynamic pricing gamification within e-commmerce new software tools personalized customer interaction.to reinforce company’s special forces (frontend team), looking passionate frontend developer.your tasksdirect combat missions (feature development new code basis help latest web technologies scrum based team)living implementing suggestion profileyou passionate developing great software solutionsindependent goal-oriented way workingstrong ability analytical thinking, creative problem solving structured approachyou eye shapes colorsideal profileexcellent knowledge html5/css3excellent knowledge js / jquery / frameworks / libraries experience technologies ajax, jsonexperience twitter bootstrapoptionalexperience source control systems git, svnexperience modernizr, less, jquery ui, jquery mobile, sass, hamlphp knowledge offerthe company believes key success lies right mix challenging tasks dealing interesting personalities. value competence, honesty, intensity work / life balance. working within startup promote innovation, take responsibility experience freedom.but many reasons work there:an innovative force field on-page optimization within online shopsmasters ninja techniques areas web development show waykiller setup (mac pc desktop laptop, modern office equipment, selectable nerf gun)high-quality equipment meet individual needs continuously learn apply new technologiesno project business, pure product developmentyou stationed munich, near centerfree use training facilities (gym)success-based compensation many extrasopen air workspaceregular team eventschocolate fresh fruit every daymargarita fridaybarbecue grill sessions de"
11,0,"heathrow/langley business admin apprenticeship gb, , heathrow established principles full time education everyone spectrum learning made team passionate consultants drive putting people wish grow education whilst working long term relevant job roles.we also official re-sellers institute recruiters/ study course professional courses hr practice, in-house recruitment agency recruitmentit mission help anyone wishing pursue apprenticeship onto right qualification right job.we work closely candidate employer ensure learner enrolled start long successful career.we great relationships number national training providers ensure cover apprenticeship available. must 16-18 years old apply position apprenticeship.perfect role school leavers.this fantastic opportunity looking start career business admin. first 12 months work towards level 2 business admin nvq kept permanent position.you working car rental company role involve:-contacting customer via telephone, emails social media-supporting departments company-handling customer enquiries-compiling reports-participating team meetings -general admin dutiesideal candidates polite articulate.if motivated career minded please apply now! 16-18 year olds only. career prospects. administrative gb full-time"
12,0,"application developer us, nj, morristown application developer supports business process technology solutions. purpose role develop business software solutions complex large scale projects object data modeling, database design, programming, quality assurance, implementation support. application developer participates application standards development serves evangelist best practices within development team. key areas responsibilitydeveloping system applications tm forum coding standards quality.collaborate business teams clarify requirements business needs.technically manage complex large scale projects development, maintenance enhancements business system applications.collaborate developers architects (when appropriate) determine optimal solution architecture, efficiency, maintainability, scalability.complete projects/tasks timely manner, according commitments made stakeholders management.develop high-level system narratives, storyboards, user interface prototypes.develop system test plans, ensure software quality assurance (sqa) standards achieved, validate business goals accomplished.proactively update stakeholders maintain open timely communication.report project/task status appropriate project manager weekly basis.utilize object-oriented software lifecycle methodologyshowcase new technologies techniques essential skills#url_01a736d89d2f0b19de700923d2c312837e180465650804d0f84105352812bf9a#, vb.net, c#, #url_01a736d89d2f0b19de700923d2c312837e180465650804d0f84105352812bf9a#, classic aspmicrosoft visual studiomicrosoft .net framework 4.xajax, javascript, jquery xml.microsoft sql server 2008 above, including database, t-sql, ssis, ssrsweb service development (soap, rest)n-tier client server application development including hands experience phases software development life cycle (sdlc) - analysis, design, development, deployment, unit &amp; integration testing, post production supportuse source control environments (team foundation server/service, vss git)familiarity scrum development methodology qualificationsminimum qualifications5 years application development.bachelor science computer science, equivalent working experience.other required qualificationsworking knowledge appropriate technical language aligned required qualifications below.demonstrated ability understand articulate details impacts complex proposed software solutions.proven knowledge stages software development life cycle.history working independently little direction.strong planning organizational skills critical attention detail creative problem solving skills.track record balancing multiple priorities simultaneously ability adapt changing needs business meeting deadlines.excellent written verbal communication skills ability effectively communicate stakeholders including senior leadership.advantage: experience developing dot net nuke platformadvantage: experience ui suites like telerik, microsoft others; experience creating user controls, gui development offer excellent flexible benefit packages full-time employees, include, discretionary bonus program, healthcare plans (medical, dental &amp; vision), company paid life insurance, long-term disability, fsa's competitive 401k plan. telecommunications information technology us full-time"
13,0,"wordpress designer / front end developer us, tx, austin intellibright created leverage enterprise level online business practices generate exclusive leads behalf medium small business clients across wide variety verticals. founder comes background websites online marketing programs utilize advanced analytics conversion tactics maximize revenue. outside competitive industries, though, it’s rare see effective use analytics optimization hallmark successful online marketing strategy.on local level use business practices even rarer. team highly skilled search engine optimization specialists bring system measurable results (leads sales) boost website’s success. complement organic website efforts employ talented experts respective fields (seo, sem, website graphic design, development, analytics) implement digital marketing strategy designed increase market share deliver highest level performance relation revenue generation behalf clients.what truly sets us apart consultative nature. businesses equal. work clients improve internal business processes increase lead conversions. clients truly love us. join us see why. intellibright offers highly customized consultative local online marketing program clients. focus roi - actual revenue, growing fast pace. want work company really believe - one delivers roi clients keeps forever? want part industry-changing team? we're outsourced in-house online marketing agency successful businesses everywhere. get us:rockstar? yes, could equity future…paid - well! / appreciated moreintelligent, ethical, friendly co-workersa chance develop strong portfolio work national exposurecontract full-time / good we'll make workan environment input really matters working company capital factory darling, get:to work highly collaborative environmentdaily meet-ups eventsexposure mentors, experts, vc, brilliant peepsfully stocked kitchen + 1-2 delivered meals weekrooftop pool on-site gym friday happy hours / access special events are:passionate creating beautifully designed websites generate leads clientsable architect wordpress website templates different verticalsable develop phenomenal looking responsive websites great usability designbuild indestructible websites worked teams without errorexperienced wordpress, html, javascript, css, photoshop creation graphic elementsprefer knowledge gravity forms similar quick study wp plugins apisunderstanding lead generation best practices willingness learna strategic thinker contributorenergetic, passionate, self-motivated individualjoin rapidly growing firm part up-and-coming austin startup. internet design us contract"
14,0,"business analyst us, tx, austin electus believes long-term relationships candidates. provide combination recruiting expertise, data, industry experience help find ideal match current skills future aspirations. close working relationships clients allow us offer opportunities available general public.as job seeker, dealing electus recruiting, dealing reputable recruitment firm hires intelligent, knowledgeable dedicated recruiters whose job assist furthering career ambitions. recruiters take every measure possible put job seeker concerns profitability. careful clients take on. preach open communication take every step available make interviewing, negotiation job offer process fast, simple lucrative. must ccba/cbap certifiedthe business analyst performs highly complex systems analysis complete software test activities test phases software development projectthe business analyst analyzes business requirements develops software specificationsthe analyst reviews, analyzes, evaluates develops test plans scenarios based business system requirementsthe analyst coordinates business project teams identify document software defects works developers coordinate defect solutions four years experience following:assists developing monitoring project plans schedules; assists project managers making assignments managing project tasksexperience testing web software applicationsthorough knowledge software development life cyclesconsiderable skill effective verbal written communications computer professionals clientsconsiderable skill using computer various word processing, spreadsheet database software contract 6 12 months$53 $58 per hourexcellent opportunity work state texas information technology services information technology us contract"
15,0,"accounting associate - restaurant experience us, mo, st louis o|miga different type business services firm. founded x-big 4 partners, o|miga offers accounting, payroll, human resources support services specifically tailored needs small mid-sized entrepreneurial businesses. provide services way practical, efficient cost effective, traditional firms; team experienced professionals thrive working dynamic growing clients. experienced restaurant accountant operations manager neededif bring energy, enthusiasm enjoy directly advising business owners; would like meet you. o|miga fast growing, st louis based accounting back office services firm national local clients. provide accounting, payroll, hr support services fast growing high performing organizations. one key expanding customer segments restaurant industry, looking candidates experience restaurant operations, finance accounting. unique delivery model enables team help clients improve grow operations. clients able grow faster deliver numbers. get work done prevents focusing core business.our associates broad base business knowledge specific skills accounting, finance human resources. must combine exceptional communication skills high attention detail. strong technical skills also highly valued.select job responsibilities include:posting daily banking transactionsresponding client inquiries requestsmaintain employee records: including onboarding; payroll; benefits; performance management termination recordsprocessing accounts payable ; including: review approve payments accuracy prior processed; obtain appropriate client approvals payment processing. reporting &amp; analysis; including: preparing management reports, operational profitability analysis; developing recommendations improvement; preparing budgets cash forecastsexecuting month end close; including bank reconciliations; monthly journal entries; variance analysesmaintaining corporate records, including: contracts; shareholder records; tax records; corporate registrations; business licenses; local, state federal records business. bachelor’s degree accounting, business administration, economics restaurant &amp; hospitality management required. ideal candidate hands experience industry and/or multi-client service environment. addition must strong computer, analytical communication skills. fast growing, entrepreneurial company offers competitive salary unlimited opportunities motivated hard working professionals. come join team help us shape new technology driven service support business owners quest greatness.learn us #url_7d7733ec1aaf5fd4aff32370e35b3d4ee513dc4433000f54239153298dff6413#-#url_9cb8b62a8a01a1de9ec9c19af659ff905947bb6136dcfd884493a3e35987ad9a# us full-time"
16,0,"ux/ui designer us, fl, orlando although assistrx formed 2009, capitalized 30 years combined experience working within specialty distribution channel, caring patients well close collaboration pharmaceutical manufacturers. simple goal apply innovative solutions provide greater access therapy. years exposure insider knowledge, assistrx (arx) become intimately acquainted specialty therapy distribution, also identified shortcomings exist meeting patients’ needs using current industry methodology. seeking detangle intricate complications arise niche market, arx developed exclusive technology iassist product and, combined customizable features superior service, confident exactly organization needs resolve prevalent issues excel customer care. fact, believe unique technology revolutionize current specialty distribution market creating seamless efficient system ensure benefits parties involved. assistrx, company, dedicated developing technology solutions offering premium customer service specialty pharma industry. improvement delivery patient care core motivation arx partnered healthcare companies, continue inspire us find better solutions continue meet needs ever growing changing market. assistrx, tomorrow's technology today. job summary: ux/ui designer member product management team, reporting director product management. product management team part business strategy department manages overall strategy vision product offerings, owns product roadmap organization, works closely pmo team ensure consistent successful implementation projects. ux/ui designer critical role team, help define execute vision user experience, serving user advocate ensure highest level user satisfaction. working closely development, qa, business analysts project managers help research, design, prototype experiences meet demanding quality standards. strong collaboration skills necessary influence product team ensure maintain industry leadership, delivering innovative, exciting engaging products. successful design candidate illustrates ability apply strategic thinking business goals define visual style, interaction design, user research, possessing understanding work flow design standards.key competencies: ability interpret insights stakeholders users translate user stories research wireframes ui collateral continually iterate define best possible experience advanced decision making problem solving strategic thinking market knowledge strong communication presentation skills solid planning project management / execution skills strong influencing, negotiation partnership skills positive attitude, enthusiasm, creativity flexibility basic qualifications: 3+ years proven ux ui experience creating intuitive design complex web applications bachelors degree related field preferred healthcare industry experience preferred experience wireframe tools balsamiq protoshare experience developing enterprise web applications strong written verbal communication skills ability articulate share creative, new ideas organizational time management skills partnering problem-solving mindsetphysical demands:the work requires incumbent remain desk time. travel may required represent company meetings, conferences seminars. tight deadlines must met limited staff support projects.work environment: work environment office setting adequately lighted, temperature controlled ventilated. us full-time"
17,0,"entry level sales us, oh, columbus general summary: achieves maximum sales profitability, growth account penetration within assigned territory and/or market segment effectively selling company’s products and/or related services. personally contacts secures new business accounts/customers.core functions:•promotes/sells/secures orders existing prospective customers relationship-based approach.•demonstrates products services existing/potential customers assists themin selecting best suited needs.details function:•establishes, develops maintains business relationships withcurrent customers prospective customers assigned territory/market segment generate new business organization’s products/services.•makes telephone calls in-person visits presentations existing prospective customers.•researches sources developing prospective customers information determine potential.•develops clear effective written proposals/quotations current prospective customers.•expedites resolution customer problems complaints.•coordinates sales effort marketing, sales management, accounting, logistics technical servicegroups.•analyzes territory/market’s potential determines value existing prospective customers value organization.•creates manages customer value plan existing customers highlighting profile, share value opportunities.•identifies advantages compares organization’s products/services.•plans organizes personal sales strategy maximizing return time investment territory/segment.•supplies management oral written reports customer needs, problems, interests, competitive activities, potential new products services.•keeps abreast product applications, technical services, market conditions, competitive activities, advertising promotional trends reading pertinent literature consulting marketing technical service areas.qualifications:demonstrated aptitude problem-solving; ability determine solutions customers (consultative sales approach). must results-orientated able work independently within team environment. must possess excellent verbal written communication skills. proficiency using microsoft office suite applications contact management software. valid driver’s license. great health dentalfast advancement opportunitiesgreat income potentialcompetitive bonus programcar allowance financial services sales us full-time"
18,0,"php developer gb, , london money person-to-person money transfer app designed simplify people send money home friends family abroad.moni makes sending money easy sending text message. allows users send money mobile number anywhere world. anyone uk bank account uk mobile phone download moni app start sending money.it simple, convenient secure way send money seconds without remember sort codes, account iban numbers required cross border payments. founders heads google mobile yahoo! mobile product team backed techstars - #1 startup accelerator world. #url_29641dd1fe6b250cedc9a7e61653352605c8b70d0aa132a1c94919ff5df7b578#we share space startups 8 warner yard, ec1r 5ey great opportunity part growing development team london-based mobile start-up, work agile environment requires collaboration, great communication skills flexibility.we tackling complex problem: allowing user transfer money abroad convenience mobile phones.we’ll expect engaged, critical, always ready propose one idea make product systems much better.if challenge, we’d love hear you.remuneration: salary &amp; equity participation qualifications4+ years professional development experiencedemonstrable experience design, development operational support fault-tolerant distributed systems, emphasis php, sql, object-oriented programming techniques. current platform predominantly php (symfony framework), extended include diverse range technologies service evolves.strong knowledge passion test-driven development, including specification detailed test cases, writing integration unit tests. exposure continuous integration tools jenkins bonus.a record active involvement number full product lifecycles, preference agile development methodologies (e.g. scrum, kanban)excellent written verbal communication skills must able work effectively cross-functional teams plusesyou're interested mobile payments want help shape industryyou get excited see customers using applicationsyou thrive working agile collaborative environmentyou care great design user experienceyou strong self-management skills, love taking initiative.experience using github, jira, confluence, jenkins team toolsdon't mind happy hour get-together awhile team hard day's work. educationms bs computer science / related field, equivalent knowledge experience monimoni person-to-person mobile money transfer platform designed simplify people send money families friends abroad.moni customers set account initiate money transfers mobile device tablet within minutes. app enables transfer funds bank account directly recipient's bank account abroad mobile wallet.by combining intuitive interface tracking advanced account management features, bring transparency convenience way millions people send money home.the founders heads google mobile yahoo! mobile product team backed techstars - #1 startup accelerator world. #url_29641dd1fe6b250cedc9a7e61653352605c8b70d0aa132a1c94919ff5df7b578#we share space startups warner yard london (#url_a6a214526b5d3abc9093dd8d7c5ad9d3792529d8210fb4671858353d255335f9#) financial services information technology gb full-time"
19,0,"data scientist us, ca, san francisco apache spark platform, working transform large-scale data analysis. data scientist databricks, help build launch production data products well lead exploratory data analysis. early team member, using variety tools techniques analyze databricks cloud usage data influence future product decisions interactions customers.responsibilitiesdeliver data-based insights via ad-hoc analysis databricks cloud product inside databricks.develop launch production data products inside databricks.contribute patches apache spark - particular, mllib. machine learning expertisestrong engineering background technologies/languages: scala, python, r, java, sql, sas, spark, hadoop, etc.verbal written communication skillsstrong product sense computer software us full-time"
